Order ID,Order Date,Order_Day_Name,Order_Month_Name,Order_Year,Customer Name,City,State,Region,Category,Sub Category,Sales,Discount,Profit
OD2681,2021-11-24,Wednesday,November,2021,Sudha,Dindigul,Tamil Nadu,Central,Beverages,Soft Drinks,1750.0,0.31,175.0
OD4621,2021-11-24,Wednesday,November,2021,Veronica,Trichy,Tamil Nadu,West,Food Grains,Dals & Pulses,2177.0,0.31,544.25
OD4840,2021-11-24,Wednesday,November,2021,Aditi,Ooty,Tamil Nadu,East,Food Grains,Atta & Flour,2266.0,0.21,339.9
OD5003,2021-11-24,Wednesday,November,2021,Vidya,Ramanadhapuram,Tamil Nadu,Central,Food Grains,Organic Staples,669.0,0.12,294.36
OD5009,2021-11-24,Wednesday,November,2021,Yusuf,Coimbatore,Tamil Nadu,Central,Bakery,Breads & Buns,542.0,0.24,81.3
OD5248,2021-11-24,Wednesday,November,2021,Haseena,Ramanadhapuram,Tamil Nadu,Central,"Eggs, Meat & Fish",Chicken,1894.0,0.18,757.6
OD5799,2021-11-24,Wednesday,November,2021,Muneer,Dindigul,Tamil Nadu,East,"Eggs, Meat & Fish",Eggs,1438.0,0.19,143.8
OD6215,2021-11-24,Wednesday,November,2021,Ridhesh,Bodi,Tamil Nadu,West,Bakery,Breads & Buns,1759.0,0.24,545.29
OD8278,2021-11-24,Wednesday,November,2021,Hafiz,Perambalur,Tamil Nadu,West,"Eggs, Meat & Fish",Fish,690.0,0.2,172.5
OD8317,2021-11-24,Wednesday,November,2021,Mathew,Virudhunagar,Tamil Nadu,West,Food Grains,Atta & Flour,1851.0,0.1,148.08
OD8643,2021-11-24,Wednesday,November,2021,James,Kanyakumari,Tamil Nadu,South,Oil & Masala,Edible Oil & Ghee,2104.0,0.29,168.32
OD8653,2021-11-24,Wednesday,November,2021,Vinne,Chennai,Tamil Nadu,West,Bakery,Biscuits,884.0,0.14,167.96
OD8663,2021-11-24,Wednesday,November,2021,Aditi,Virudhunagar,Tamil Nadu,West,Food Grains,Atta & Flour,1259.0,0.24,226.62
OD8756,2021-11-24,Wednesday,November,2021,Veena,Pudukottai,Tamil Nadu,East,Food Grains,Organic Staples,2301.0,0.32,851.37
OD9328,2021-11-24,Wednesday,November,2021,Vidya,Dharmapuri,Tamil Nadu,East,Food Grains,Rice,2305.0,0.13,760.65
OD9441,2021-11-24,Wednesday,November,2021,Anu,Theni,Tamil Nadu,South,"Eggs, Meat & Fish",Chicken,2052.0,0.24,184.68
OD9465,2021-11-24,Wednesday,November,2021,Shree,Kanyakumari,Tamil Nadu,South,Snacks,Noodles,727.0,0.21,268.99
OD9559,2021-11-24,Wednesday,November,2021,Aditi,Dindigul,Tamil Nadu,West,Bakery,Breads & Buns,1618.0,0.21,420.68
OD9709,2021-11-24,Wednesday,November,2021,Yadav,Nagercoil,Tamil Nadu,East,"Eggs, Meat & Fish",Chicken,756.0,0.14,128.52
OD9968,2021-11-24,Wednesday,November,2021,Akash,Bodi,Tamil Nadu,West,"Eggs, Meat & Fish",Chicken,664.0,0.24,252.32
OD1931,2021-11-25,Thursday,November,2021,Yadav,Namakkal,Tamil Nadu,West,Oil & Masala,Edible Oil & Ghee,1464.0,0.28,658.8
OD3970,2021-11-25,Thursday,November,2021,Veena,Krishnagiri,Tamil Nadu,East,Snacks,Chocolates,1898.0,0.17,170.82
OD4120,2021-11-25,Thursday,November,2021,Alan,Namakkal,Tamil Nadu,South,Oil & Masala,Spices,798.0,0.21,287.28
OD4872,2021-11-25,Thursday,November,2021,Sheeba,Virudhunagar,Tamil Nadu,South,Bakery,Cakes,1447.0,0.17,115.76
OD5352,2021-11-25,Thursday,November,2021,Amy,Namakkal,Tamil Nadu,East,Fruits & Veggies,Organic Vegetables,1397.0,0.33,125.73
OD5399,2021-11-25,Thursday,November,2021,Amrish,Bodi,Tamil Nadu,East,Fruits & Veggies,Fresh Fruits,538.0,0.35,32.28
OD5905,2021-11-25,Thursday,November,2021,Alan,Virudhunagar,Tamil Nadu,Central,Food Grains,Organic Staples,1763.0,0.12,423.12
OD6896,2021-11-25,Thursday,November,2021,Vince,Perambalur,Tamil Nadu,Central,Food Grains,Rice,2056.0,0.16,514.0
OD7217,2021-11-25,Thursday,November,2021,Arutra,Tirunelveli,Tamil Nadu,East,Oil & Masala,Masalas,765.0,0.2,76.5
OD8099,2021-11-25,Thursday,November,2021,Komal,Coimbatore,Tamil Nadu,Central,"Eggs, Meat & Fish",Eggs,1109.0,0.21,99.81
OD8184,2021-11-25,Thursday,November,2021,Veena,Chennai,Tamil Nadu,East,Beverages,Health Drinks,1237.0,0.31,470.06
OD9438,2021-11-25,Thursday,November,2021,Harish,Madurai,Tamil Nadu,South,Snacks,Noodles,2361.0,0.32,637.47
OD1872,2021-11-26,Friday,November,2021,Mathew,Trichy,Tamil Nadu,West,Bakery,Cakes,2484.0,0.31,819.72
OD1906,2021-11-26,Friday,November,2021,Hussain,Coimbatore,Tamil Nadu,West,Food Grains,Rice,2063.0,0.31,928.35
OD2858,2021-11-26,Friday,November,2021,Sundar,Kanyakumari,Tamil Nadu,East,Bakery,Breads & Buns,921.0,0.24,147.36
OD3389,2021-11-26,Friday,November,2021,Anu,Pudukottai,Tamil Nadu,Central,Oil & Masala,Masalas,2184.0,0.21,196.56
OD4301,2021-11-26,Friday,November,2021,Shah,Viluppuram,Tamil Nadu,West,Fruits & Veggies,Organic Fruits,2471.0,0.33,395.36
OD4596,2021-11-26,Friday,November,2021,Mathew,Viluppuram,Tamil Nadu,West,Fruits & Veggies,Organic Fruits,2450.0,0.31,833.0
OD5376,2021-11-26,Friday,November,2021,Hussain,Nagercoil,Tamil Nadu,East,"Eggs, Meat & Fish",Chicken,820.0,0.22,213.2
OD5818,2021-11-26,Friday,November,2021,Roshan,Chennai,Tamil Nadu,East,Snacks,Chocolates,1340.0,0.15,522.6
OD6374,2021-11-26,Friday,November,2021,Peer,Nagercoil,Tamil Nadu,South,Bakery,Breads & Buns,2481.0,0.32,471.39
OD6378,2021-11-26,Friday,November,2021,Hafiz,Chennai,Tamil Nadu,South,"Eggs, Meat & Fish",Chicken,568.0,0.28,96.56
OD6382,2021-11-26,Friday,November,2021,Shah,Theni,Tamil Nadu,South,Oil & Masala,Edible Oil & Ghee,1333.0,0.11,466.55
OD7790,2021-11-26,Friday,November,2021,Muneer,Namakkal,Tamil Nadu,West,Fruits & Veggies,Organic Fruits,1979.0,0.26,732.23
OD7918,2021-11-26,Friday,November,2021,Roshan,Chennai,Tamil Nadu,South,Fruits & Veggies,Organic Vegetables,1326.0,0.23,424.32
OD8738,2021-11-26,Friday,November,2021,Ram,Ooty,Tamil Nadu,East,Fruits & Veggies,Fresh Fruits,1103.0,0.33,143.39
OD8784,2021-11-26,Friday,November,2021,Roshan,Karur,Tamil Nadu,South,Fruits & Veggies,Organic Vegetables,1402.0,0.13,168.24
OD9698,2021-11-26,Friday,November,2021,James,Kanyakumari,Tamil Nadu,East,Beverages,Health Drinks,1997.0,0.2,259.61
OD1799,2021-11-27,Saturday,November,2021,Willams,Kanyakumari,Tamil Nadu,South,"Eggs, Meat & Fish",Mutton,2477.0,0.23,495.4
OD2109,2021-11-27,Saturday,November,2021,Hussain,Namakkal,Tamil Nadu,East,Beverages,Soft Drinks,2074.0,0.3,850.34
OD2130,2021-11-27,Saturday,November,2021,Roshan,Tirunelveli,Tamil Nadu,East,Snacks,Cookies,1544.0,0.1,617.6
OD2136,2021-11-27,Saturday,November,2021,Hafiz,Ooty,Tamil Nadu,East,"Eggs, Meat & Fish",Mutton,2389.0,0.21,692.81
OD2139,2021-11-27,Saturday,November,2021,Surya,Trichy,Tamil Nadu,East,Fruits & Veggies,Fresh Fruits,2045.0,0.22,920.25
OD4725,2021-11-27,Saturday,November,2021,Esther,Vellore,Tamil Nadu,West,Bakery,Breads & Buns,1077.0,0.16,129.24
OD5115,2021-11-27,Saturday,November,2021,Mathew,Bodi,Tamil Nadu,West,Snacks,Noodles,1787.0,0.11,661.19
OD5449,2021-11-27,Saturday,November,2021,Arutra,Perambalur,Tamil Nadu,South,Food Grains,Atta & Flour,2384.0,0.16,381.44
OD5981,2021-11-27,Saturday,November,2021,Willams,Chennai,Tamil Nadu,East,Beverages,Health Drinks,1035.0,0.24,124.2
OD6242,2021-11-27,Saturday,November,2021,Ravi,Madurai,Tamil Nadu,Central,Beverages,Health Drinks,1487.0,0.22,282.53
OD6244,2021-11-27,Saturday,November,2021,Ravi,Namakkal,Tamil Nadu,Central,Fruits & Veggies,Fresh Fruits,1874.0,0.2,468.5
OD6592,2021-11-27,Saturday,November,2021,Hussain,Krishnagiri,Tamil Nadu,Central,Oil & Masala,Masalas,1892.0,0.2,832.48
OD7878,2021-11-27,Saturday,November,2021,Shree,Nagercoil,Tamil Nadu,Central,"Eggs, Meat & Fish",Fish,2038.0,0.1,101.9
OD7998,2021-11-27,Saturday,November,2021,Ramesh,Nagercoil,Tamil Nadu,Central,Beverages,Soft Drinks,1075.0,0.29,311.75
OD186,2021-11-28,Sunday,November,2021,Shah,Chennai,Tamil Nadu,East,Snacks,Noodles,1388.0,0.35,97.16
OD5827,2021-11-28,Sunday,November,2021,Arutra,Nagercoil,Tamil Nadu,South,Beverages,Soft Drinks,1979.0,0.18,435.38
OD6039,2021-11-28,Sunday,November,2021,Vidya,Virudhunagar,Tamil Nadu,East,Snacks,Noodles,541.0,0.2,43.28
OD6732,2021-11-28,Sunday,November,2021,Jonas,Vellore,Tamil Nadu,South,Oil & Masala,Masalas,2419.0,0.12,120.95
OD6748,2021-11-28,Sunday,November,2021,Peer,Coimbatore,Tamil Nadu,South,Oil & Masala,Edible Oil & Ghee,2139.0,0.11,470.58
OD7308,2021-11-28,Sunday,November,2021,Jackson,Bodi,Tamil Nadu,East,Beverages,Soft Drinks,729.0,0.28,269.73
OD7383,2021-11-28,Sunday,November,2021,Ram,Kanyakumari,Tamil Nadu,East,"Eggs, Meat & Fish",Chicken,1829.0,0.23,109.74
OD7396,2021-11-28,Sunday,November,2021,Kumar,Karur,Tamil Nadu,East,Fruits & Veggies,Organic Fruits,874.0,0.2,367.08
OD7581,2021-11-28,Sunday,November,2021,Aditi,Ooty,Tamil Nadu,South,Snacks,Chocolates,1649.0,0.29,527.68
OD8029,2021-11-28,Sunday,November,2021,Rumaiza,Perambalur,Tamil Nadu,South,Fruits & Veggies,Fresh Fruits,1660.0,0.17,730.4
OD8220,2021-11-28,Sunday,November,2021,Sudeep,Madurai,Tamil Nadu,East,Food Grains,Dals & Pulses,901.0,0.32,252.28
OD7982,2021-11-29,Monday,November,2021,Suresh,Nagercoil,Tamil Nadu,Central,Oil & Masala,Edible Oil & Ghee,877.0,0.25,298.18
OD8475,2021-11-29,Monday,November,2021,Hafiz,Virudhunagar,Tamil Nadu,Central,Food Grains,Organic Staples,2375.0,0.34,546.25
OD1427,2021-11-30,Tuesday,November,2021,Mathew,Namakkal,Tamil Nadu,Central,Beverages,Soft Drinks,1786.0,0.19,392.92
OD3163,2021-11-30,Tuesday,November,2021,Ram,Virudhunagar,Tamil Nadu,Central,"Eggs, Meat & Fish",Fish,1388.0,0.25,111.04
OD3217,2021-11-30,Tuesday,November,2021,Ravi,Tenkasi,Tamil Nadu,Central,Fruits & Veggies,Fresh Fruits,2072.0,0.21,497.28
OD3264,2021-11-30,Tuesday,November,2021,Kumar,Trichy,Tamil Nadu,Central,"Eggs, Meat & Fish",Chicken,1609.0,0.29,579.24
OD4967,2021-11-30,Tuesday,November,2021,Mathew,Karur,Tamil Nadu,South,Snacks,Noodles,2187.0,0.1,765.45
OD103,2021-12-01,Wednesday,December,2021,Vinne,Nagercoil,Tamil Nadu,Central,Snacks,Chocolates,567.0,0.18,175.77
OD1224,2021-12-01,Wednesday,December,2021,Roshan,Vellore,Tamil Nadu,Central,Oil & Masala,Edible Oil & Ghee,1973.0,0.3,848.39
OD1229,2021-12-01,Wednesday,December,2021,Arutra,Namakkal,Tamil Nadu,Central,"Eggs, Meat & Fish",Mutton,2194.0,0.29,153.58
OD1268,2021-12-01,Wednesday,December,2021,Vidya,Bodi,Tamil Nadu,East,Fruits & Veggies,Fresh Fruits,809.0,0.2,137.53
OD1272,2021-12-01,Wednesday,December,2021,Peer,Salem,Tamil Nadu,East,"Eggs, Meat & Fish",Chicken,2036.0,0.22,101.8
OD1305,2021-12-01,Wednesday,December,2021,Akash,Salem,Tamil Nadu,East,Fruits & Veggies,Organic Vegetables,2432.0,0.34,1094.4
OD1435,2021-12-01,Wednesday,December,2021,Vidya,Krishnagiri,Tamil Nadu,Central,Food Grains,Atta & Flour,2178.0,0.16,958.32
OD1563,2021-12-01,Wednesday,December,2021,Jonas,Krishnagiri,Tamil Nadu,East,Food Grains,Organic Staples,880.0,0.18,167.2
OD1826,2021-12-01,Wednesday,December,2021,Ram,Tenkasi,Tamil Nadu,West,"Eggs, Meat & Fish",Eggs,1485.0,0.24,623.7
OD2698,2021-12-01,Wednesday,December,2021,Vince,Dindigul,Tamil Nadu,Central,Beverages,Soft Drinks,1281.0,0.15,64.05
OD2737,2021-12-01,Wednesday,December,2021,Sundar,Bodi,Tamil Nadu,East,Bakery,Biscuits,1502.0,0.24,480.64
OD2775,2021-12-01,Wednesday,December,2021,Vinne,Karur,Tamil Nadu,East,Fruits & Veggies,Organic Vegetables,731.0,0.32,321.64
OD4144,2021-12-01,Wednesday,December,2021,Shah,Ramanadhapuram,Tamil Nadu,South,"Eggs, Meat & Fish",Mutton,1433.0,0.1,286.6
OD4974,2021-12-01,Wednesday,December,2021,Sudha,Namakkal,Tamil Nadu,South,Beverages,Soft Drinks,2423.0,0.16,533.06
OD5037,2021-12-01,Wednesday,December,2021,Krithika,Nagercoil,Tamil Nadu,East,Bakery,Cakes,1766.0,0.22,317.88
OD5303,2021-12-01,Wednesday,December,2021,Akash,Chennai,Tamil Nadu,East,"Eggs, Meat & Fish",Eggs,2361.0,0.28,755.52
OD6746,2021-12-01,Wednesday,December,2021,Verma,Dindigul,Tamil Nadu,South,Food Grains,Dals & Pulses,1547.0,0.21,448.63
OD6750,2021-12-01,Wednesday,December,2021,Yadav,Virudhunagar,Tamil Nadu,South,Food Grains,Atta & Flour,1824.0,0.25,820.8
OD7749,2021-12-01,Wednesday,December,2021,Vinne,Perambalur,Tamil Nadu,West,"Eggs, Meat & Fish",Eggs,1377.0,0.23,413.1
OD8448,2021-12-01,Wednesday,December,2021,Sundar,Bodi,Tamil Nadu,West,Fruits & Veggies,Fresh Fruits,819.0,0.27,303.03
OD8878,2021-12-01,Wednesday,December,2021,Esther,Dharmapuri,Tamil Nadu,West,Snacks,Cookies,2390.0,0.3,669.2
OD8885,2021-12-01,Wednesday,December,2021,Surya,Perambalur,Tamil Nadu,West,Snacks,Cookies,1389.0,0.24,263.91
OD8888,2021-12-01,Wednesday,December,2021,Ridhesh,Madurai,Tamil Nadu,West,Snacks,Chocolates,1057.0,0.29,359.38
OD3581,2021-12-02,Thursday,December,2021,Sudeep,Chennai,Tamil Nadu,East,Bakery,Biscuits,1571.0,0.13,691.24
OD3884,2021-12-02,Thursday,December,2021,Ram,Karur,Tamil Nadu,East,Snacks,Cookies,2187.0,0.29,196.83
OD3885,2021-12-02,Thursday,December,2021,Krithika,Salem,Tamil Nadu,East,Food Grains,Organic Staples,1262.0,0.14,492.18
OD4456,2021-12-02,Thursday,December,2021,James,Pudukottai,Tamil Nadu,West,"Eggs, Meat & Fish",Mutton,2439.0,0.24,902.43
OD4482,2021-12-02,Thursday,December,2021,Arvind,Theni,Tamil Nadu,West,Bakery,Breads & Buns,2048.0,0.13,512.0
OD4571,2021-12-02,Thursday,December,2021,Mathew,Chennai,Tamil Nadu,West,"Eggs, Meat & Fish",Mutton,1602.0,0.22,448.56
OD5780,2021-12-02,Thursday,December,2021,Komal,Chennai,Tamil Nadu,Central,Bakery,Cakes,2395.0,0.15,670.6
OD6142,2021-12-02,Thursday,December,2021,Shree,Tirunelveli,Tamil Nadu,West,"Eggs, Meat & Fish",Fish,825.0,0.14,49.5
OD6617,2021-12-02,Thursday,December,2021,Komal,Coimbatore,Tamil Nadu,Central,Oil & Masala,Edible Oil & Ghee,1242.0,0.17,397.44
OD6963,2021-12-02,Thursday,December,2021,Jonas,Salem,Tamil Nadu,Central,Fruits & Veggies,Organic Vegetables,1175.0,0.23,517.0
OD7652,2021-12-02,Thursday,December,2021,Arutra,Karur,Tamil Nadu,West,Oil & Masala,Masalas,1608.0,0.22,723.6
OD7786,2021-12-02,Thursday,December,2021,Yusuf,Dharmapuri,Tamil Nadu,West,"Eggs, Meat & Fish",Fish,1099.0,0.31,285.74
OD7807,2021-12-02,Thursday,December,2021,Sabeela,Tirunelveli,Tamil Nadu,West,Beverages,Health Drinks,2089.0,0.35,814.71
OD8341,2021-12-02,Thursday,December,2021,Hafiz,Nagercoil,Tamil Nadu,West,Food Grains,Atta & Flour,2318.0,0.31,370.88
OD8587,2021-12-02,Thursday,December,2021,Akash,Nagercoil,Tamil Nadu,East,"Eggs, Meat & Fish",Mutton,1435.0,0.23,172.2
OD9286,2021-12-02,Thursday,December,2021,Krithika,Virudhunagar,Tamil Nadu,East,Bakery,Cakes,632.0,0.29,221.2
OD9885,2021-12-02,Thursday,December,2021,Komal,Virudhunagar,Tamil Nadu,East,"Eggs, Meat & Fish",Eggs,1105.0,0.18,475.15
OD728,2021-12-03,Friday,December,2021,Ganesh,Vellore,Tamil Nadu,East,Beverages,Health Drinks,1182.0,0.19,260.04
OD729,2021-12-03,Friday,December,2021,Jonas,Madurai,Tamil Nadu,East,Oil & Masala,Masalas,2128.0,0.34,893.76
OD730,2021-12-03,Friday,December,2021,Sudeep,Perambalur,Tamil Nadu,East,Oil & Masala,Masalas,2042.0,0.2,735.12
OD731,2021-12-03,Friday,December,2021,Verma,Salem,Tamil Nadu,East,"Eggs, Meat & Fish",Eggs,1819.0,0.17,582.08
OD732,2021-12-03,Friday,December,2021,Hafiz,Krishnagiri,Tamil Nadu,East,Bakery,Cakes,2310.0,0.35,993.3
OD1117,2021-12-03,Friday,December,2021,Krithika,Theni,Tamil Nadu,West,"Eggs, Meat & Fish",Fish,1226.0,0.28,294.24
OD1420,2021-12-03,Friday,December,2021,Akash,Vellore,Tamil Nadu,Central,Snacks,Noodles,1007.0,0.2,130.91
OD1424,2021-12-03,Friday,December,2021,Roshan,Ooty,Tamil Nadu,Central,Oil & Masala,Spices,2285.0,0.1,822.6
OD1894,2021-12-03,Friday,December,2021,James,Salem,Tamil Nadu,West,Bakery,Biscuits,1863.0,0.12,111.78
OD1954,2021-12-03,Friday,December,2021,Vince,Vellore,Tamil Nadu,West,"Eggs, Meat & Fish",Chicken,1515.0,0.27,424.2
OD3909,2021-12-03,Friday,December,2021,Adavan,Dharmapuri,Tamil Nadu,East,Bakery,Biscuits,747.0,0.15,74.7
OD3993,2021-12-03,Friday,December,2021,Anu,Madurai,Tamil Nadu,East,Bakery,Cakes,997.0,0.27,329.01
OD4447,2021-12-03,Friday,December,2021,Hafiz,Trichy,Tamil Nadu,West,Beverages,Soft Drinks,930.0,0.1,399.9
OD4489,2021-12-03,Friday,December,2021,Veena,Dharmapuri,Tamil Nadu,West,"Eggs, Meat & Fish",Mutton,1694.0,0.15,508.2
OD4584,2021-12-03,Friday,December,2021,Sabeela,Ooty,Tamil Nadu,West,Bakery,Biscuits,2111.0,0.19,337.76
OD4909,2021-12-03,Friday,December,2021,Arvind,Cumbum,Tamil Nadu,West,Food Grains,Organic Staples,2283.0,0.13,890.37
OD1038,2021-12-04,Saturday,December,2021,Ravi,Namakkal,Tamil Nadu,East,Snacks,Cookies,604.0,0.33,126.84
OD2098,2021-12-04,Saturday,December,2021,Sudeep,Dharmapuri,Tamil Nadu,East,Beverages,Soft Drinks,1324.0,0.34,66.2
OD2122,2021-12-04,Saturday,December,2021,Amrish,Viluppuram,Tamil Nadu,East,Food Grains,Rice,1878.0,0.14,131.46
OD2131,2021-12-04,Saturday,December,2021,Vince,Virudhunagar,Tamil Nadu,East,Food Grains,Dals & Pulses,1945.0,0.25,486.25
OD2151,2021-12-04,Saturday,December,2021,Esther,Virudhunagar,Tamil Nadu,East,Fruits & Veggies,Organic Vegetables,1313.0,0.24,223.21
OD3874,2021-12-04,Saturday,December,2021,Shree,Dindigul,Tamil Nadu,East,Snacks,Chocolates,1034.0,0.29,237.82
OD4289,2021-12-04,Saturday,December,2021,Malik,Dindigul,Tamil Nadu,West,Beverages,Soft Drinks,2043.0,0.23,592.47
OD4826,2021-12-04,Saturday,December,2021,Esther,Viluppuram,Tamil Nadu,East,Oil & Masala,Masalas,2395.0,0.35,862.2
OD7256,2021-12-04,Saturday,December,2021,Krithika,Vellore,Tamil Nadu,East,Food Grains,Atta & Flour,1493.0,0.22,358.32
OD14,2021-12-05,Sunday,December,2021,Peer,Kanyakumari,Tamil Nadu,West,Fruits & Veggies,Fresh Vegetables,1277.0,0.25,63.85
OD148,2021-12-05,Sunday,December,2021,Harish,Tirunelveli,Tamil Nadu,Central,Fruits & Veggies,Fresh Vegetables,1125.0,0.33,292.5
OD149,2021-12-05,Sunday,December,2021,Veronica,Tenkasi,Tamil Nadu,Central,Beverages,Health Drinks,768.0,0.1,184.32
OD150,2021-12-05,Sunday,December,2021,Ravi,Vellore,Tamil Nadu,Central,"Eggs, Meat & Fish",Fish,1985.0,0.26,734.45
OD151,2021-12-05,Sunday,December,2021,Muneer,Bodi,Tamil Nadu,Central,Food Grains,Rice,2287.0,0.13,1029.15
OD1083,2021-12-05,Sunday,December,2021,Yadav,Tenkasi,Tamil Nadu,South,Food Grains,Atta & Flour,859.0,0.34,180.39
OD2758,2021-12-05,Sunday,December,2021,Veena,Karur,Tamil Nadu,East,"Eggs, Meat & Fish",Mutton,1992.0,0.28,418.32
OD2911,2021-12-05,Sunday,December,2021,Sudeep,Viluppuram,Tamil Nadu,South,Oil & Masala,Spices,2100.0,0.14,315.0
OD5078,2021-12-05,Sunday,December,2021,Shah,Tirunelveli,Tamil Nadu,South,"Eggs, Meat & Fish",Eggs,1464.0,0.35,146.4
OD5660,2021-12-05,Sunday,December,2021,Rumaiza,Viluppuram,Tamil Nadu,East,Beverages,Soft Drinks,1740.0,0.21,626.4
OD5790,2021-12-05,Sunday,December,2021,Amy,Viluppuram,Tamil Nadu,East,Food Grains,Organic Staples,2409.0,0.1,794.97
OD6598,2021-12-05,Sunday,December,2021,Roshan,Ooty,Tamil Nadu,Central,Beverages,Health Drinks,1070.0,0.18,385.2
OD6632,2021-12-05,Sunday,December,2021,Sabeela,Kanyakumari,Tamil Nadu,East,Snacks,Noodles,1576.0,0.23,425.52
OD6677,2021-12-05,Sunday,December,2021,Peer,Krishnagiri,Tamil Nadu,East,Beverages,Health Drinks,571.0,0.35,216.98
OD8925,2021-12-05,Sunday,December,2021,Ganesh,Ramanadhapuram,Tamil Nadu,Central,Oil & Masala,Edible Oil & Ghee,870.0,0.25,43.5
OD8974,2021-12-05,Sunday,December,2021,Veena,Chennai,Tamil Nadu,East,Fruits & Veggies,Organic Fruits,1527.0,0.11,152.7
OD4283,2021-12-06,Monday,December,2021,Muneer,Dindigul,Tamil Nadu,West,Beverages,Health Drinks,663.0,0.16,99.45
OD4529,2021-12-06,Monday,December,2021,Ravi,Pudukottai,Tamil Nadu,West,Snacks,Chocolates,1385.0,0.33,138.5
OD4575,2021-12-06,Monday,December,2021,Veena,Viluppuram,Tamil Nadu,West,Bakery,Cakes,1929.0,0.2,173.61
OD4690,2021-12-06,Monday,December,2021,Aditi,Pudukottai,Tamil Nadu,West,Beverages,Health Drinks,900.0,0.12,54.0
OD4765,2021-12-06,Monday,December,2021,Roshan,Trichy,Tamil Nadu,West,Food Grains,Dals & Pulses,1857.0,0.17,148.56
OD5538,2021-12-06,Monday,December,2021,Surya,Madurai,Tamil Nadu,West,Food Grains,Dals & Pulses,1126.0,0.26,157.64
OD5590,2021-12-06,Monday,December,2021,Muneer,Ramanadhapuram,Tamil Nadu,West,Fruits & Veggies,Fresh Vegetables,533.0,0.23,186.55
OD6434,2021-12-06,Monday,December,2021,Verma,Perambalur,Tamil Nadu,West,Fruits & Veggies,Organic Vegetables,703.0,0.35,274.17
OD7376,2021-12-06,Monday,December,2021,Suresh,Virudhunagar,Tamil Nadu,East,Snacks,Cookies,1689.0,0.11,709.38
OD7388,2021-12-06,Monday,December,2021,Komal,Virudhunagar,Tamil Nadu,East,Beverages,Health Drinks,2316.0,0.35,416.88
OD8193,2021-12-06,Monday,December,2021,Ravi,Ramanadhapuram,Tamil Nadu,East,"Eggs, Meat & Fish",Eggs,1716.0,0.34,308.88
OD9526,2021-12-06,Monday,December,2021,Shree,Krishnagiri,Tamil Nadu,West,Beverages,Soft Drinks,1531.0,0.18,199.03
OD9606,2021-12-06,Monday,December,2021,Krithika,Tenkasi,Tamil Nadu,West,Beverages,Health Drinks,1103.0,0.11,286.78
OD9608,2021-12-06,Monday,December,2021,Alan,Dindigul,Tamil Nadu,West,Bakery,Biscuits,1467.0,0.1,337.41
OD9649,2021-12-06,Monday,December,2021,Krithika,Ramanadhapuram,Tamil Nadu,West,Fruits & Veggies,Fresh Fruits,1106.0,0.1,453.46
OD9676,2021-12-06,Monday,December,2021,Mathew,Ramanadhapuram,Tamil Nadu,West,Beverages,Soft Drinks,962.0,0.23,317.46
OD9967,2021-12-06,Monday,December,2021,Krithika,Salem,Tamil Nadu,West,Food Grains,Rice,922.0,0.12,396.46
OD9984,2021-12-06,Monday,December,2021,Peer,Nagercoil,Tamil Nadu,West,Food Grains,Rice,2335.0,0.17,607.1
OD36,2021-12-08,Wednesday,December,2021,Sabeela,Tirunelveli,Tamil Nadu,Central,"Eggs, Meat & Fish",Eggs,1265.0,0.22,569.25
OD37,2021-12-08,Wednesday,December,2021,James,Salem,Tamil Nadu,Central,Beverages,Soft Drinks,934.0,0.35,56.04
OD1432,2021-12-08,Wednesday,December,2021,Roshan,Tirunelveli,Tamil Nadu,Central,Snacks,Chocolates,1723.0,0.21,430.75
OD1452,2021-12-08,Wednesday,December,2021,Sabeela,Coimbatore,Tamil Nadu,Central,Food Grains,Atta & Flour,1698.0,0.2,679.2
OD2998,2021-12-08,Wednesday,December,2021,Vince,Kanyakumari,Tamil Nadu,West,"Eggs, Meat & Fish",Chicken,1338.0,0.17,414.78
OD3028,2021-12-08,Wednesday,December,2021,Suresh,Cumbum,Tamil Nadu,West,"Eggs, Meat & Fish",Fish,2290.0,0.21,137.4
OD5458,2021-12-08,Wednesday,December,2021,Ravi,Viluppuram,Tamil Nadu,South,Beverages,Health Drinks,1291.0,0.35,516.4
OD5465,2021-12-08,Wednesday,December,2021,Mathew,Karur,Tamil Nadu,South,Beverages,Health Drinks,1722.0,0.31,154.98
OD5466,2021-12-08,Wednesday,December,2021,Peer,Viluppuram,Tamil Nadu,South,Food Grains,Atta & Flour,1918.0,0.35,326.06
OD6219,2021-12-08,Wednesday,December,2021,Surya,Salem,Tamil Nadu,West,"Eggs, Meat & Fish",Fish,1225.0,0.1,196.0
OD7609,2021-12-08,Wednesday,December,2021,Amy,Pudukottai,Tamil Nadu,West,Food Grains,Atta & Flour,757.0,0.34,113.55
OD7744,2021-12-08,Wednesday,December,2021,Adavan,Salem,Tamil Nadu,West,Food Grains,Organic Staples,1269.0,0.33,139.59
OD7978,2021-12-08,Wednesday,December,2021,Rumaiza,Nagercoil,Tamil Nadu,Central,Fruits & Veggies,Organic Vegetables,810.0,0.33,48.6
OD8981,2021-12-08,Wednesday,December,2021,Suresh,Dindigul,Tamil Nadu,East,Beverages,Health Drinks,1529.0,0.11,565.73
OD9380,2021-12-08,Wednesday,December,2021,Vinne,Cumbum,Tamil Nadu,East,Bakery,Breads & Buns,1362.0,0.16,136.2
